"RCode","Orig","Dest","DepFix","Route String","DCNTR","ACNTR","TCNTRs","CoordReq","Play","NavEqp","Length","File","Action","Mods"
"BURAUSSE","KBUR","KAUS","PMD","KBUR PMD PDZ JLI IPL J2 GBN J50 ELP J2 FST DILLO LAIKS4 KAUS","ZLA","ZHU","ZAB ZHU ZLA","N","SPRINGS EAST","2","1149","2","Modified","CoordReq"
"BURBOSBK","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR BFF J94 ONL FOD DBQ J94 FNT Q818 WOZEE Q935 PONCT JFUND2 KBOS","ZLA","ZBW","CZY ZAU ZBW ZDV ZLA ZLC ZMP ZOB","Y","OBK","3","2314","1","Modified","CoordReq"
"BURBOSBK","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR BFF J94 ONL FOD DBQ J94 FNT Q818 WOZEE Q935 PONCT JFUND2 KBOS","ZLA","ZBW","CZY ZAU ZBW ZDV ZLA ZLC ZMP ZOB","N","OBK","3","2314","2","Modified","CoordReq"
"BURBOSCA","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE OOSHN5 KBOS","ZLA","ZBW","CZU CZY ZBW ZDV ZLA ZLC ZMP","Y","CAN NOTAP EAST 3","2","2480","1","Modified","CoordReq"
"BURBOSCA","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE OOSHN5 KBOS","ZLA","ZBW","CZU CZY ZBW ZDV ZLA ZLC ZMP","N","CAN NOTAP EAST 3","2","2480","2","Modified","CoordReq"
"BURBOSCE","KBUR","KBOS","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 CEW ALLMA TEEEM Q99 POLYY DADDS Q87 GEARS BBOBO Q22 RBV Q419 JFK ROBUC3 KBOS","ZLA","ZBW","ZAB ZBW ZDC ZHU ZJX ZLA ZNY","Y","CEW","3","2745","1","Modified","CoordReq"
"BURBOSCE","KBUR","KBOS","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 CEW ALLMA TEEEM Q99 POLYY DADDS Q87 GEARS BBOBO Q22 RBV Q419 JFK ROBUC3 KBOS","ZLA","ZBW","ZAB ZBW ZDC ZHU ZJX ZLA ZNY","N","CEW","3","2745","2","Modified","CoordReq"
"BURBOSCK","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW RAP LORAH DAYYY RUBKI KENLU TULEG WAYGO GFALS LOONN ENE OOSHN5 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP","Y","CAN RUBKI EAST 3","2","2462","1","Modified","CoordReq"
"BURBOSCK","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW RAP LORAH DAYYY RUBKI KENLU TULEG WAYGO GFALS LOONN ENE OOSHN5 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP","N","CAN RUBKI EAST 3","2","2462","2","Modified","CoordReq"
"BURBOSCN","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP TULEG WAYGO GFALS LOONN ENE OOSHN5 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP","Y","CAN NOTAP EAST 1","2","2487","1","Modified","CoordReq"
"BURBOSCN","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP TULEG WAYGO GFALS LOONN ENE OOSHN5 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP","N","CAN NOTAP EAST 1","2","2487","2","Modified","CoordReq"
"BURBOSCR","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW RAP LORAH DAYYY RUBKI SIKBO AHPAH HANKK PONCT JFUND2 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP ZOB","Y","CAN RUBKI EAST 1","2","2363","1","Modified","CoordReq"
"BURBOSCR","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW RAP LORAH DAYYY RUBKI SIKBO AHPAH HANKK PONCT JFUND2 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP ZOB","N","CAN RUBKI EAST 1","2","2363","2","Modified","CoordReq"
"BURBOSCT","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP KAPUX TULEG WAYGO GFALS LOONN ENE OOSHN5 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP","Y","CAN NOTAP EAST 2","2","2494","1","Modified","CoordReq"
"BURBOSCT","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP KAPUX TULEG WAYGO GFALS LOONN ENE OOSHN5 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP","N","CAN NOTAP EAST 2","2","2494","2","Modified","CoordReq"
"BURBOSCU","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW RAP LORAH DAYYY RUBKI SIKBO TULEG WAYGO GFALS LOONN ENE OOSHN5 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP","Y","CAN RUBKI EAST 2","2","2462","1","Modified","CoordReq"
"BURBOSCU","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW RAP LORAH DAYYY RUBKI SIKBO TULEG WAYGO GFALS LOONN ENE OOSHN5 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP","N","CAN RUBKI EAST 2","2","2462","2","Modified","CoordReq"
"BURBOSCY","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW RAP LORAH DAYYY RUBKI SIKBO OLABA SSENA BUGSY TEMPR ENE OOSHN5 KBOS","ZLA","ZBW","CZU CZY ZBW ZDV ZLA ZLC ZMP","Y","CAN RUBKI EAST 4","2","2488","1","Modified","CoordReq"
"BURBOSCY","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW RAP LORAH DAYYY RUBKI SIKBO OLABA SSENA BUGSY TEMPR ENE OOSHN5 KBOS","ZLA","ZBW","CZU CZY ZBW ZDV ZLA ZLC ZMP","N","CAN RUBKI EAST 4","2","2488","2","Modified","CoordReq"
"BURBOSGR","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW RAP ABR GRB HOCKE Q816 KELTI HANKK PONCT JFUND2 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP ZOB","Y","GRB","3","2379","1","Modified","CoordReq"
"BURBOSGR","KBUR","KBOS","LAS","KBUR LAS BAWER LARVE EKR MBW RAP ABR GRB HOCKE Q816 KELTI HANKK PONCT JFUND2 KBOS","ZLA","ZBW","CZY ZBW ZDV ZLA ZLC ZMP ZOB","N","GRB","3","2379","2","Modified","CoordReq"
"BURBOSJ1","KBUR","KBOS","HEC","KBUR HEC EED RSK DVV J60 JOT LOGGR SVM J70 JHW Q82 PONCT JFUND2 KBOS","ZLA","ZBW","ZAB ZAU ZBW ZDV ZLA ZMP ZOB","Y","JOT 1","3","2336","1","Modified","CoordReq"
"BURBOSJ1","KBUR","KBOS","HEC","KBUR HEC EED RSK DVV J60 JOT LOGGR SVM J70 JHW Q82 PONCT JFUND2 KBOS","ZLA","ZBW","ZAB ZAU ZBW ZDV ZLA ZMP ZOB","N","JOT 1","3","2336","2","Modified","CoordReq"
"BURBOSJ2","KBUR","KBOS","DVC","KBUR DVC PUB J64 HLC PWE LMN MZV JOT LOGGR SVM J70 JHW Q82 PONCT JFUND2 KBOS","ZLA","ZBW","ZAU ZBW ZDV ZLA ZMP ZOB","Y","JOT 2","3","2294","1","Modified","CoordReq"
"BURBOSJ2","KBUR","KBOS","DVC","KBUR DVC PUB J64 HLC PWE LMN MZV JOT LOGGR SVM J70 JHW Q82 PONCT JFUND2 KBOS","ZLA","ZBW","ZAU ZBW ZDV ZLA ZMP ZOB","N","JOT 2","3","2294","2","Modified","CoordReq"
"BURBOSM1","KBUR","KBOS","BLH","KBUR BLH J169 TFD J50 SSO J4 EWM J66 ABI J4 FUZ Q184 ARNNY FRDDO TWOUP Q22 RBV Q419 JFK ROBUC3 KBOS","ZLA","ZBW","ZAB ZBW ZDC ZFW ZLA ZME ZNY ZTL","Y","MGM 1","3","2604","1","Modified","CoordReq"
"BURBOSM1","KBUR","KBOS","BLH","KBUR BLH J169 TFD J50 SSO J4 EWM J66 ABI J4 FUZ Q184 ARNNY FRDDO TWOUP Q22 RBV Q419 JFK ROBUC3 KBOS","ZLA","ZBW","ZAB ZBW ZDC ZFW ZLA ZME ZNY ZTL","N","MGM 1","3","2604","2","Modified","CoordReq"
"BURBOSM2","KBUR","KBOS","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 LCH J138 SJI Q56 CATLN Q22 RBV Q419 JFK ROBUC3 KBOS","ZLA","ZBW","ZAB ZBW ZDC ZHU ZLA ZNY ZTL","Y","MGM 2","3","2674","1","Modified","CoordReq"
"BURBOSM2","KBUR","KBOS","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 LCH J138 SJI Q56 CATLN Q22 RBV Q419 JFK ROBUC3 KBOS","ZLA","ZBW","ZAB ZBW ZDC ZHU ZLA ZNY ZTL","N","MGM 2","3","2674","2","Modified","CoordReq"
"BURBOSM3","KBUR","KBOS","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 LCH J138 SJI Q56 CATLN FRDDO NOKIE TWINS BLAAN Q99 POLYY DADDS Q87 GEARS BBOBO Q22 RBV Q419 JFK ROBUC3 KBOS","ZLA","ZBW","ZAB ZBW ZDC ZHU ZJX ZLA ZNY ZTL","Y","MGM 3","3","2722","1","Modified","CoordReq"
"BURBOSM3","KBUR","KBOS","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 LCH J138 SJI Q56 CATLN FRDDO NOKIE TWINS BLAAN Q99 POLYY DADDS Q87 GEARS BBOBO Q22 RBV Q419 JFK ROBUC3 KBOS","ZLA","ZBW","ZAB ZBW ZDC ZHU ZJX ZLA ZNY ZTL","N","MGM 3","3","2722","2","Modified","CoordReq"
"BURBOSMC","KBUR","KBOS","HEC","KBUR HEC EED DRK J96 CIM SLN J24 MCI J80 VHP ROD KLYNE Q29 JHW Q82 PONCT JFUND2 KBOS","ZLA","ZBW","ZAB ZBW ZID ZKC ZLA ZOB","Y","MCI","3","2335","1","Modified","CoordReq"
"BURBOSMC","KBUR","KBOS","HEC","KBUR HEC EED DRK J96 CIM SLN J24 MCI J80 VHP ROD KLYNE Q29 JHW Q82 PONCT JFUND2 KBOS","ZLA","ZBW","ZAB ZBW ZID ZKC ZLA ZOB","N","MCI","3","2335","2","Modified","CoordReq"
"BURBOSSP","KBUR","KBOS","HEC","KBUR HEC EED DRK J96 CIM SLN J24 MCI J80 SPI J80 VHP ROD KLYNE Q29 JHW Q82 PONCT JFUND2 KBOS","ZLA","ZBW","ZAB ZBW ZID ZKC ZLA ZOB","Y","SPI","3","2335","1","Modified","CoordReq"
"BURBOSSP","KBUR","KBOS","HEC","KBUR HEC EED DRK J96 CIM SLN J24 MCI J80 SPI J80 VHP ROD KLYNE Q29 JHW Q82 PONCT JFUND2 KBOS","ZLA","ZBW","ZAB ZBW ZID ZKC ZLA ZOB","N","SPI","3","2335","2","Modified","CoordReq"
"BURBOSVU","KBUR","KBOS","BLH","KBUR BLH J169 TFD J50 SSO J4 EWM J66 ABI J4 FUZ UIM ELD IZAAC Q30 VLKNN THRSR TWOUP Q22 RBV Q419 JFK ROBUC3 KBOS","ZLA","ZBW","ZAB ZBW ZDC ZFW ZLA ZME ZNY ZTL","Y","VLKNN","3","2574","1","Modified","CoordReq"
"BURBOSVU","KBUR","KBOS","BLH","KBUR BLH J169 TFD J50 SSO J4 EWM J66 ABI J4 FUZ UIM ELD IZAAC Q30 VLKNN THRSR TWOUP Q22 RBV Q419 JFK ROBUC3 KBOS","ZLA","ZBW","ZAB ZBW ZDC ZFW ZLA ZME ZNY ZTL","N","VLKNN","3","2574","2","Modified","CoordReq"
"BURBWIBK","KBUR","KBWI","LAS","KBUR LAS BAWER LARVE EKR BFF J94 ONL FOD DBQ J94 OBK ZIINE Q186 WOOST J34 DJB NUSMM ANTHM5 KBWI","ZLA","ZDC","ZAU ZDC ZDV ZLA ZLC ZMP ZNY ZOB","Y","OBK","2","2131","1","Modified","CoordReq"
"BURBWIBK","KBUR","KBWI","LAS","KBUR LAS BAWER LARVE EKR BFF J94 ONL FOD DBQ J94 OBK ZIINE Q186 WOOST J34 DJB NUSMM ANTHM5 KBWI","ZLA","ZDC","ZAU ZDC ZDV ZLA ZLC ZMP ZNY ZOB","N","OBK","2","2131","2","Modified","CoordReq"
"BURBWIBN","KBUR","KBWI","HEC","KBUR HEC EED DRK J6 IRW FSM MEMFS Q34 SITTR CJAAE RAVNN8 KBWI","ZLA","ZDC","ZAB ZDC ZFW ZID ZLA ZME","Y","HITMN","3","2128","1","Modified","Route String Length"
"BURBWIBN","KBUR","KBWI","HEC","KBUR HEC EED DRK J6 IRW FSM MEMFS Q34 SITTR CJAAE RAVNN9 KBWI","ZLA","ZDC","ZAB ZDC ZFW ZID ZLA ZME","Y","HITMN","3","2088","2","Modified","Route String Length"
"BURBWICE","KBUR","KBWI","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 CEW ALLMA TEEEM Q99 OGRAE GOOOB THHMP RAVNN8 KBWI","ZLA","ZDC","ZAB ZDC ZHU ZJX ZLA","Y","CEW","3","2447","1","Modified","Route String CoordReq Length"
"BURBWICE","KBUR","KBWI","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 CEW ALLMA TEEEM Q99 OGRAE GOOOB THHMP RAVNN9 KBWI","ZLA","ZDC","ZAB ZDC ZHU ZJX ZLA","N","CEW","3","2422","2","Modified","Route String CoordReq Length"
"BURBWIGR","KBUR","KBWI","LAS","KBUR LAS BAWER LARVE EKR MBW RAP ABR GRB FNT DJB NUSMM ANTHM5 KBWI","ZLA","ZDC","ZAU ZDC ZDV ZLA ZLC ZMP ZNY ZOB","Y","GRB","2","2245","1","Modified","CoordReq"
"BURBWIGR","KBUR","KBWI","LAS","KBUR LAS BAWER LARVE EKR MBW RAP ABR GRB FNT DJB NUSMM ANTHM5 KBWI","ZLA","ZDC","ZAU ZDC ZDV ZLA ZLC ZMP ZNY ZOB","N","GRB","2","2245","2","Modified","CoordReq"
"BURBWIJ1","KBUR","KBWI","HEC","KBUR HEC EED RSK DVV J60 JOT ZIINE Q186 WOOST J34 DJB NUSMM ANTHM5 KBWI","ZLA","ZDC","ZAB ZAU ZDC ZDV ZLA ZMP ZNY ZOB","Y","JOT 1","2","2140","1","Modified","CoordReq"
"BURBWIJ1","KBUR","KBWI","HEC","KBUR HEC EED RSK DVV J60 JOT ZIINE Q186 WOOST J34 DJB NUSMM ANTHM5 KBWI","ZLA","ZDC","ZAB ZAU ZDC ZDV ZLA ZMP ZNY ZOB","N","JOT 1","2","2140","2","Modified","CoordReq"
"BURBWIJ2","KBUR","KBWI","DVC","KBUR DVC PUB J64 HLC PWE LMN MZV JOT ZIINE Q186 WOOST J34 DJB NUSMM ANTHM5 KBWI","ZLA","ZDC","ZAU ZDC ZDV ZLA ZMP ZNY ZOB","Y","JOT 2","2","2099","1","Modified","CoordReq"
"BURBWIJ2","KBUR","KBWI","DVC","KBUR DVC PUB J64 HLC PWE LMN MZV JOT ZIINE Q186 WOOST J34 DJB NUSMM ANTHM5 KBWI","ZLA","ZDC","ZAU ZDC ZDV ZLA ZMP ZNY ZOB","N","JOT 2","2","2099","2","Modified","CoordReq"
"BURBWILV","KBUR","KBWI","HEC","KBUR HEC EED DRK J96 GUP FTI EZEEE MMB PER SGF J98 FAM J78 IIU ZIEBR SITTR CJAAE RAVNN8 KBWI","ZLA","ZDC","ZAB ZDC ZID ZKC ZLA","Y","IIU","2","2097","1","Modified","Route String Length"
"BURBWILV","KBUR","KBWI","HEC","KBUR HEC EED DRK J96 GUP FTI EZEEE MMB PER SGF J98 FAM J78 IIU ZIEBR SITTR CJAAE RAVNN9 KBWI","ZLA","ZDC","ZAB ZDC ZID ZKC ZLA","Y","IIU","2","2058","2","Modified","Route String Length"
"BURBWIM1","KBUR","KBWI","BLH","KBUR BLH J169 TFD J50 SSO J4 EWM J66 ABI J4 FUZ Q184 ARNNY FRDDO KBLER KELLN Q58 PEETT THHMP RAVNN8 KBWI","ZLA","ZDC","ZAB ZDC ZFW ZLA ZME ZTL","Y","MGM 1","3","2314","1","Modified","Route String CoordReq Length"
"BURBWIM1","KBUR","KBWI","BLH","KBUR BLH J169 TFD J50 SSO J4 EWM J66 ABI J4 FUZ Q184 ARNNY FRDDO KBLER KELLN Q58 PEETT THHMP RAVNN9 KBWI","ZLA","ZDC","ZAB ZDC ZFW ZLA ZME ZTL","N","MGM 1","3","2289","2","Modified","Route String CoordReq Length"
"BURBWIM2","KBUR","KBWI","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 LCH J138 SJI Q56 CATLN Q56 KELLN Q58 PEETT THHMP RAVNN8 KBWI","ZLA","ZDC","ZAB ZDC ZHU ZLA ZTL","Y","MGM 2","3","2384","1","Modified","Route String CoordReq Length"
"BURBWIM2","KBUR","KBWI","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 LCH J138 SJI Q56 CATLN Q56 KELLN Q58 PEETT THHMP RAVNN9 KBWI","ZLA","ZDC","ZAB ZDC ZHU ZLA ZTL","N","MGM 2","3","2359","2","Modified","Route String CoordReq Length"
"BURBWIM3","KBUR","KBWI","PMD","KBUR PMD TRM BLH J169 TFD J50 ELP J86 IAH J2 LCH J138 SJI Q56 CATLN FRDDO NOKIE TWINS BLAAN Q99 OGRAE GOOOB THHMP RAVNN8 KBWI","ZLA","ZDC","ZAB ZDC ZHU ZJX ZLA ZTL","Y","MGM 3","3","2453","1","Modified","Route String CoordReq Length"
"BURBWIM3","KBUR","KBWI","PMD","KBUR PMD TRM BLH J169 TFD J50 ELP J86 IAH J2 LCH J138 SJI Q56 CATLN FRDDO NOKIE TWINS BLAAN Q99 OGRAE GOOOB THHMP RAVNN9 KBWI","ZLA","ZDC","ZAB ZDC ZHU ZJX ZLA ZTL","N","MGM 3","3","2428","2","Modified","Route String CoordReq Length"
"BURBWIMC","KBUR","KBWI","HEC","KBUR HEC EED DRK J96 CIM SLN J24 MCI J24 STL ENL IIU ZIEBR SITTR CJAAE RAVNN8 KBWI","ZLA","ZDC","ZAB ZDC ZID ZKC ZLA","Y","MCI","2","2111","1","Modified","Route String CoordReq Length"
"BURBWIMC","KBUR","KBWI","HEC","KBUR HEC EED DRK J96 CIM SLN J24 MCI J24 STL ENL IIU ZIEBR SITTR CJAAE RAVNN9 KBWI","ZLA","ZDC","ZAB ZDC ZID ZKC ZLA","N","MCI","2","2072","2","Modified","Route String CoordReq Length"
"BURBWIPX","KBUR","KBWI","HEC","KBUR HEC EED DRK J96 GUP FTI EZEEE MMB PER SGF J98 FAM J78 PXV J78 IIU ZIEBR SITTR CJAAE RAVNN8 KBWI","ZLA","ZDC","ZAB ZDC ZID ZKC ZLA","Y","PXV","2","2097","1","Modified","Route String Length"
"BURBWIPX","KBUR","KBWI","HEC","KBUR HEC EED DRK J96 GUP FTI EZEEE MMB PER SGF J98 FAM J78 PXV J78 IIU ZIEBR SITTR CJAAE RAVNN9 KBWI","ZLA","ZDC","ZAB ZDC ZID ZKC ZLA","Y","PXV","2","2058","2","Modified","Route String Length"
"BURBWISP","KBUR","KBWI","HEC","KBUR HEC EED DRK J96 CIM SLN J24 MCI J80 SPI IIU ZIEBR SITTR CJAAE RAVNN8 KBWI","ZLA","ZDC","ZAB ZDC ZID ZKC ZLA","Y","SPI","2","2128","1","Modified","Route String CoordReq Length"
"BURBWISP","KBUR","KBWI","HEC","KBUR HEC EED DRK J96 CIM SLN J24 MCI J80 SPI IIU ZIEBR SITTR CJAAE RAVNN9 KBWI","ZLA","ZDC","ZAB ZDC ZID ZKC ZLA","N","SPI","2","2089","2","Modified","Route String CoordReq Length"
"BURBWIVU","KBUR","KBWI","BLH","KBUR BLH J169 TFD J50 SSO J4 EWM J66 ABI J4 FUZ UIM ELD IZAAC Q30 VLKNN THRSR KBLER KELLN Q58 PEETT THHMP RAVNN8 KBWI","ZLA","ZDC","ZAB ZDC ZFW ZLA ZME ZTL","Y","VLKNN","3","2288","1","Modified","Route String CoordReq Length"
"BURBWIVU","KBUR","KBWI","BLH","KBUR BLH J169 TFD J50 SSO J4 EWM J66 ABI J4 FUZ UIM ELD IZAAC Q30 VLKNN THRSR KBLER KELLN Q58 PEETT THHMP RAVNN9 KBWI","ZLA","ZDC","ZAB ZDC ZFW ZLA ZME ZTL","N","VLKNN","3","2263","2","Modified","Route String CoordReq Length"
"BURCLTNF","KBUR","KCLT","PMD","KBUR PMD TRM BLH J169 TFD J50 SSO EWM J66 ABI J4 FUZ UIM ELD IZAAC Q30 VLKNN THRSR BESTT JONZE5 KCLT","ZLA","ZTL","ZAB ZFW ZLA ZME ZTL","Y","CLT NO FILPZ","3","1970","1","Modified","Route String CoordReq Length"
"BURCLTNF","KBUR","KCLT","PMD","KBUR PMD TRM BLH J169 TFD J50 SSO EWM J66 ABI J4 FUZ UIM ELD IZAAC Q30 VLKNN THRSR BESTT JONZE6 KCLT","ZLA","ZTL","ZAB ZFW ZLA ZME ZTL","N","CLT NO FILPZ","3","1964","2","Modified","Route String CoordReq Length"
"BURCLTNJ","KBUR","KCLT","HEC","KBUR HEC J6 IRW FSM MEMFS Q34 HITMN TAZZA FILPZ4 KCLT","ZLA","ZTL","ZAB ZFW ZLA ZME ZTL","Y","CLT NO JONZE","3","1881","1","Modified","Route String CoordReq Length"
"BURCLTNJ","KBUR","KCLT","HEC","KBUR HEC J6 IRW FSM MEMFS Q34 HITMN TAZZA FILPZ5 KCLT","ZLA","ZTL","ZAB ZFW ZLA ZME ZTL","N","CLT NO JONZE","3","1862","2","Modified","Route String CoordReq Length"
"BURCVGMC","KBUR","KCVG","HEC","KBUR HEC EED DRK J96 CIM SLN J18 MZV ZABNU CEGRM8 KCVG","ZLA","ZID","ZAB ZAU ZID ZKC ZLA","Y","MCI","2","1750","1","Modified","CoordReq"
"BURCVGMC","KBUR","KCVG","HEC","KBUR HEC EED DRK J96 CIM SLN J18 MZV ZABNU CEGRM8 KCVG","ZLA","ZID","ZAB ZAU ZID ZKC ZLA","N","MCI","2","1750","2","Modified","CoordReq"
"BURCVGSP","KBUR","KCVG","HEC","KBUR HEC EED DRK J96 CIM SLN J24 MCI J80 SPI CRYME ARIVR CEGRM CEGRM8 KCVG","ZLA","ZID","ZAB ZID ZKC ZLA","Y","SPI","2","1675","1","Modified","CoordReq"
"BURCVGSP","KBUR","KCVG","HEC","KBUR HEC EED DRK J96 CIM SLN J24 MCI J80 SPI CRYME ARIVR CEGRM CEGRM8 KCVG","ZLA","ZID","ZAB ZID ZKC ZLA","N","SPI","2","1675","2","Modified","CoordReq"
"BURCVGVH","KBUR","KCVG","HEC","KBUR HEC EED DRK J96 CIM SLN DAAVE SARGO5 KCVG","ZLA","ZID","ZAB ZID ZKC ZLA","Y","","2","1679","1","Modified","CoordReq"
"BURCVGVH","KBUR","KCVG","HEC","KBUR HEC EED DRK J96 CIM SLN DAAVE SARGO5 KCVG","ZLA","ZID","ZAB ZID ZKC ZLA","N","","2","1679","2","Modified","CoordReq"
"BURDALJE","KBUR","KDAL","PMD","KBUR PMD BLH J169 TFD J50 SSO J4 INK BGTOE BACHR4 KDAL","ZLA","ZFW","ZAB ZFW ZLA","Y","DFW VKTRY","2","1166","1","Modified","CoordReq"
"BURDALJE","KBUR","KDAL","PMD","KBUR PMD BLH J169 TFD J50 SSO J4 INK BGTOE BACHR4 KDAL","ZLA","ZFW","ZAB ZFW ZLA","N","DFW VKTRY","2","1166","2","Modified","CoordReq"
"BURDALJU","KBUR","KDAL","PMD","KBUR PMD BLH J169 TFD J50 ELP FST JCT DITSY BACHR4 KDAL","ZLA","ZFW","ZAB ZFW ZHU ZLA","Y","DFW BGTOE","2","1223","1","Modified","CoordReq"
"BURDALJU","KBUR","KDAL","PMD","KBUR PMD BLH J169 TFD J50 ELP FST JCT DITSY BACHR4 KDAL","ZLA","ZFW","ZAB ZFW ZHU ZLA","N","DFW BGTOE","2","1223","2","Modified","CoordReq"
"BURDALME","KBUR","KDAL","PMD","KBUR PMD PDZ TRM BLH J169 TFD J50 SSO J4 INK BGTOE BACHR4 KDAL","ZLA","ZFW","ZAB ZFW ZLA","Y","MOJAVE EAST","2","1181","1","Modified","CoordReq"
"BURDALME","KBUR","KDAL","PMD","KBUR PMD PDZ TRM BLH J169 TFD J50 SSO J4 INK BGTOE BACHR4 KDAL","ZLA","ZFW","ZAB ZFW ZLA","N","MOJAVE EAST","2","1181","2","Modified","CoordReq"
"BURDALSE","KBUR","KDAL","PMD","KBUR PMD PDZ JLI IPL J2 GBN J50 SSO J4 INK BGTOE BACHR4 KDAL","ZLA","ZFW","ZAB ZFW ZLA","Y","SPRINGS EAST","2","1198","1","Modified","CoordReq"
"BURDALSE","KBUR","KDAL","PMD","KBUR PMD PDZ JLI IPL J2 GBN J50 SSO J4 INK BGTOE BACHR4 KDAL","ZLA","ZFW","ZAB ZFW ZLA","N","SPRINGS EAST","2","1198","2","Modified","CoordReq"
"BURDALTN","KBUR","KDAL","PMD","KBUR PMD BLH J169 TFD J50 ELP J86 JCT CWK TNV MAJKK REDDN4 KDAL","ZLA","ZFW","ZAB ZFW ZHU ZLA","Y","DFW WEST","2","1371","1","Modified","CoordReq"
"BURDALTN","KBUR","KDAL","PMD","KBUR PMD BLH J169 TFD J50 ELP J86 JCT CWK TNV MAJKK REDDN4 KDAL","ZLA","ZFW","ZAB ZFW ZHU ZLA","N","DFW WEST","2","1371","2","Modified","CoordReq"
"BURDALUK","KBUR","KDAL","HEC","KBUR HEC EED DRK SJN J74 TXO TURKI JFRYE5 KDAL","ZLA","ZFW","ZAB ZFW ZLA","Y","DFW BOOVE","2","1116","1","Modified","CoordReq"
"BURDALUK","KBUR","KDAL","HEC","KBUR HEC EED DRK SJN J74 TXO TURKI JFRYE5 KDAL","ZLA","ZFW","ZAB ZFW ZLA","N","DFW BOOVE","2","1116","2","Modified","CoordReq"
"BURDCABK","KBUR","KDCA","LAS","KBUR LAS BAWER LARVE EKR BFF J94 ONL FOD DBQ J94 OBK ZIINE Q186 WOOST J34 BUCKO FRDMM6 KDCA","ZLA","ZDC","ZAU ZDC ZDV ZLA ZLC ZMP ZOB","Y","OBK","2","2120","1","Modified","CoordReq"
"BURDCABK","KBUR","KDCA","LAS","KBUR LAS BAWER LARVE EKR BFF J94 ONL FOD DBQ J94 OBK ZIINE Q186 WOOST J34 BUCKO FRDMM6 KDCA","ZLA","ZDC","ZAU ZDC ZDV ZLA ZLC ZMP ZOB","N","OBK","2","2120","2","Modified","CoordReq"
"BURDCACE","KBUR","KDCA","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 CEW ALLMA TEEEM Q109 PANDY SARKY Q113 AARNN WAVES CAPSS4 KDCA","ZLA","ZDC","ZAB ZDC ZHU ZJX ZLA","Y","CEW","3","2401","1","Modified","CoordReq Length"
"BURDCACE","KBUR","KDCA","BLH","KBUR BLH J169 TFD J50 ELP J86 IAH J2 CEW ALLMA TEEEM Q109 PANDY SARKY Q113 AARNN WAVES CAPSS4 KDCA","ZLA","ZDC","ZAB ZDC ZHU ZJX ZLA","N","CEW","3","2403","2","Modified","CoordReq Length"
